login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
tj,tj/archive,2016-02-06T19:50:22Z,1,1,Go,True,True,No license
tj,tj/archivex,2017-06-18T16:28:56Z,1,1,Go,True,True,bsd-3-clause
tj,tj/assert,2017-02-16T21:05:38Z,37,37,Go,True,True,mit
tj,tj/assert-equal-jsx,2016-06-15T14:52:43Z,5,5,JavaScript,True,True,mit
tj,tj/asset,2011-04-04T02:43:12Z,122,122,JavaScript,True,True,No license
tj,tj/auth,2015-10-07T18:02:35Z,2,2,Go,True,True,bsd-3-clause
tj,tj/awesome-actions,2018-12-20T13:15:46Z,11,11,,True,True,No license
tj,tj/aws,2017-07-08T16:30:12Z,40,40,Go,True,True,mit
tj,tj/axon,2012-07-12T06:38:44Z,1495,1495,JavaScript,True,True,mit
tj,tj/axon-msgpack,2013-03-21T17:12:59Z,11,11,JavaScript,True,True,No license
tj,tj/axon-rpc,2012-10-23T20:00:31Z,104,104,JavaScript,True,True,No license
tj,tj/backoff,2017-09-10T20:04:55Z,6,6,Go,True,True,mit
tj,tj/base64,2012-11-24T07:42:38Z,1,1,JavaScript,True,True,No license
tj,tj/better-assert,2011-11-30T03:00:18Z,288,288,JavaScript,True,True,mit
tj,tj/bind,2009-03-02T22:54:44Z,15,15,Ruby,True,True,No license
tj,tj/bm,2012-03-15T23:33:09Z,230,230,Shell,True,True,No license
tj,tj/browserid,2011-07-16T01:15:09Z,2,2,JavaScript,True,False,No license
tj,tj/burl,2012-06-23T00:17:17Z,134,134,Shell,True,True,No license
tj,tj/callsite,2011-11-30T00:33:36Z,245,245,JavaScript,True,True,mit
tj,tj/cdescent,2011-05-08T22:29:04Z,20,20,C,True,True,No license
tj,tj/chan,2013-11-28T07:59:15Z,1,1,JavaScript,True,True,No license
tj,tj/channel.js,2016-07-09T18:33:07Z,134,134,JavaScript,True,True,No license
tj,tj/Chipmunk-js,2012-02-19T01:51:59Z,3,3,JavaScript,True,True,No license
tj,tj/cipherhub.sh,2014-01-17T19:17:37Z,41,41,Shell,True,True,No license
tj,tj/client-sha1,2012-11-28T00:15:47Z,2,2,JavaScript,True,True,No license
tj,tj/client-user,2012-11-28T00:15:17Z,1,1,JavaScript,True,True,No license
tj,tj/co,2013-06-06T04:06:16Z,11882,11882,JavaScript,True,True,mit
tj,tj/co-aws,2013-12-20T05:40:08Z,30,30,JavaScript,True,True,No license
tj,tj/co-exec,2013-06-06T23:53:31Z,44,44,JavaScript,True,True,No license
tj,tj/co-fs,2013-06-06T05:08:33Z,105,105,JavaScript,True,True,No license
kunal-kushwaha,kunal-kushwaha/0.4.1-Quarantime,2020-06-04T15:11:17Z,3,3,JavaScript,True,True,mit
kunal-kushwaha,kunal-kushwaha/acme-demo,2024-07-23T08:27:59Z,7,7,,True,True,No license
kunal-kushwaha,kunal-kushwaha/blogs,2024-08-25T12:56:30Z,11,11,,True,True,No license
kunal-kushwaha,kunal-kushwaha/choreo-demo,2024-08-10T12:03:22Z,7,7,,True,False,apache-2.0
kunal-kushwaha,kunal-kushwaha/cli,2021-09-28T08:21:13Z,3,3,,True,True,apache-2.0
kunal-kushwaha,kunal-kushwaha/Competitive-Programming-Resources,2020-08-10T10:49:00Z,3234,3234,,True,True,mit
kunal-kushwaha,kunal-kushwaha/DevOps-Bootcamp,2021-12-08T11:24:45Z,2135,2135,,True,True,No license
kunal-kushwaha,kunal-kushwaha/docs,2024-04-23T14:53:47Z,1,1,,True,True,No license
kunal-kushwaha,kunal-kushwaha/DSA-Bootcamp-Java,2021-07-30T12:23:25Z,17273,17273,Java,True,True,No license
kunal-kushwaha,kunal-kushwaha/fabric8-maven-plugin,2019-03-22T05:46:47Z,2,2,Java,True,True,apache-2.0
kunal-kushwaha,kunal-kushwaha/Face-Recognition,2020-04-20T16:11:01Z,7,7,Python,True,True,No license
kunal-kushwaha,kunal-kushwaha/Genetic-Algorithm,2020-07-18T13:45:21Z,3,3,Jupyter Notebook,True,True,No license
kunal-kushwaha,kunal-kushwaha/GitHubGraduation-2022,2022-05-03T06:19:53Z,12,12,JavaScript,True,True,No license
kunal-kushwaha,kunal-kushwaha/hashnode-blog,2024-03-18T18:58:29Z,3,3,TypeScript,True,True,mit
kunal-kushwaha,kunal-kushwaha/Intro-to-Gen-AI-and-RAG,2024-04-01T23:30:35Z,83,83,,True,True,No license
kunal-kushwaha,kunal-kushwaha/invisible-cloak,2021-03-02T16:17:52Z,10,10,Python,True,True,No license
kunal-kushwaha,kunal-kushwaha/jest,2020-06-15T09:17:26Z,2,2,,True,True,mit
kunal-kushwaha,kunal-kushwaha/kubernetes,2019-11-18T18:50:16Z,49,49,Go,True,False,apache-2.0
kunal-kushwaha,kunal-kushwaha/kubernetes-client,2019-03-22T05:46:49Z,7,7,Java,True,True,apache-2.0
kunal-kushwaha,kunal-kushwaha/kubernetes-marketplace,2022-01-25T09:08:05Z,11,11,Shell,True,True,mit
kunal-kushwaha,kunal-kushwaha/LR-ML,2020-07-05T15:09:51Z,2,2,Jupyter Notebook,True,True,No license
kunal-kushwaha,kunal-kushwaha/MeditationApp,2019-04-10T22:00:24Z,14,14,JavaScript,True,True,No license
kunal-kushwaha,kunal-kushwaha/memorials,2021-06-04T07:50:45Z,5,5,,True,False,apache-2.0
kunal-kushwaha,kunal-kushwaha/mentoring,2020-11-19T19:45:06Z,7,7,,True,False,apache-2.0
kunal-kushwaha,kunal-kushwaha/MLH-Fellow-Map,2020-05-30T05:50:49Z,5,5,JavaScript,True,True,mit
kunal-kushwaha,kunal-kushwaha/node-chat-app,2020-06-04T16:57:16Z,10,10,JavaScript,True,True,No license
kunal-kushwaha,kunal-kushwaha/people,2022-02-03T11:59:24Z,3,3,Makefile,True,True,mit
kunal-kushwaha,kunal-kushwaha/prometheus,2020-09-01T17:56:08Z,3,3,,True,True,apache-2.0
kunal-kushwaha,kunal-kushwaha/quarantime-client,2020-06-04T21:19:23Z,2,2,JavaScript,True,True,No license
kunal-kushwaha,kunal-kushwaha/quarantime-server,2020-06-04T21:18:09Z,7,7,JavaScript,True,True,No license
angelabauer,angelabauer/100-days-gifs,2021-11-15T13:14:08Z,19,19,,True,True,No license
angelabauer,angelabauer/9.4-Environment-Variables,2023-12-20T16:03:39Z,3,3,JavaScript,True,True,No license
angelabauer,angelabauer/angela-blog,2020-10-26T15:56:21Z,9,9,JavaScript,True,True,No license
angelabauer,angelabauer/angelabauer,2020-10-29T12:41:10Z,81,81,CSS,True,True,No license
angelabauer,angelabauer/animated-gradient-background-generator,2023-04-04T10:17:31Z,4,4,,True,True,No license
angelabauer,angelabauer/Bitcoin-Ticker-iOS12,2018-10-20T10:29:04Z,9,9,Swift,True,True,No license
angelabauer,angelabauer/ByteCoin-iOS13-Completed,2019-09-11T14:56:36Z,7,7,,True,True,No license
angelabauer,angelabauer/compilebox,2020-10-02T09:09:52Z,5,5,,True,True,mit
angelabauer,angelabauer/COVID-19-app-iOS-BETA,2020-07-07T16:04:22Z,32,32,,True,False,mit
angelabauer,angelabauer/css-display,2023-03-02T11:14:40Z,9,9,HTML,True,True,No license
angelabauer,angelabauer/current-weather,2019-04-08T11:12:21Z,13,13,,True,True,No license
angelabauer,angelabauer/cv,2021-11-04T11:58:15Z,52,52,HTML,True,True,No license
angelabauer,angelabauer/flask-blog,2020-10-26T15:57:36Z,11,11,JavaScript,True,True,No license
angelabauer,angelabauer/Flask-Blog-Project,2020-10-23T09:55:41Z,9,9,Python,True,True,No license
angelabauer,angelabauer/flask-windows-test,2020-10-23T11:13:59Z,7,7,Python,True,True,No license
angelabauer,angelabauer/GitEnvTest,2023-12-20T16:09:24Z,6,6,JavaScript,True,True,No license
angelabauer,angelabauer/I-Am-Poor-iOS11,2017-06-20T08:01:02Z,9,9,Swift,True,True,No license
angelabauer,angelabauer/Images,2015-10-23T14:15:20Z,6,6,,True,True,No license
angelabauer,angelabauer/InspoQuotes,2018-08-18T14:23:26Z,6,6,Swift,True,True,No license
angelabauer,angelabauer/new-blog-test,2020-10-23T15:37:27Z,10,10,Python,True,True,No license
angelabauer,angelabauer/new-windows-test,2020-10-23T11:22:35Z,6,6,,True,True,No license
angelabauer,angelabauer/OnboardKit,2021-08-02T09:38:05Z,8,8,Swift,True,True,mit
angelabauer,angelabauer/ProperWayToGitEnv,2023-12-20T16:11:18Z,9,9,JavaScript,True,True,No license
angelabauer,angelabauer/python-coding-challenges,2020-10-02T07:24:38Z,89,89,,True,True,bsd-3-clause
angelabauer,angelabauer/sherlock-html,2022-11-22T12:23:40Z,13,13,HTML,True,True,No license
angelabauer,angelabauer/sherlock-text,2022-11-22T12:21:11Z,3,3,HTML,True,True,mit
angelabauer,angelabauer/Story,2017-09-12T14:36:42Z,60,60,,True,True,No license
angelabauer,angelabauer/Story2,2017-09-13T14:11:44Z,12,12,,True,True,No license
angelabauer,angelabauer/test,2018-05-02T10:57:31Z,7,7,HTML,True,True,No license
angelabauer,angelabauer/Test-Checklist,2017-11-13T12:20:01Z,6,6,Swift,True,True,No license
jlord,jlord/2013.cascadiajs.com,2013-08-14T05:03:45Z,1,1,CSS,True,True,No license
jlord,jlord/apm,2015-06-15T01:37:33Z,2,2,CoffeeScript,True,True,mit
jlord,jlord/art-of-node,2013-03-22T21:26:28Z,5,5,JavaScript,True,True,other
jlord,jlord/atom,2015-06-22T16:30:51Z,2,2,CoffeeScript,True,False,mit
jlord,jlord/atom-material-syntax,2015-07-13T03:12:23Z,3,3,CSS,True,True,mit
jlord,jlord/atom-material-ui,2015-07-13T03:11:39Z,2,2,CSS,True,True,other
jlord,jlord/atom-party-theme,2014-02-27T05:16:32Z,7,7,CSS,True,True,other
jlord,jlord/atom-party-theme-ui,2014-03-03T03:42:33Z,3,3,CSS,True,True,mit
jlord,jlord/balrog,2013-08-11T06:07:33Z,86,86,JavaScript,True,True,other
jlord,jlord/begin-hello-world-app,2020-12-21T10:21:33Z,3,3,JavaScript,True,True,apache-2.0
jlord,jlord/bingo-board,2015-11-07T11:09:19Z,3,3,JavaScript,True,False,mit
jlord,jlord/books,2021-10-11T20:52:59Z,1,1,,True,True,No license
jlord,jlord/bostonstay,2013-04-16T00:25:27Z,1,1,JavaScript,True,True,No license
jlord,jlord/brackets-surround,2014-02-08T20:09:15Z,1,1,JavaScript,True,True,No license
jlord,jlord/browserify-website,2014-03-19T05:37:40Z,1,1,CSS,True,True,No license
jlord,jlord/buildbranch,2014-05-24T11:45:06Z,2,2,JavaScript,True,True,mit
jlord,jlord/cli-boilerplate,2014-09-05T05:49:06Z,26,26,JavaScript,True,True,other
jlord,jlord/commonscale,2012-07-11T02:35:29Z,1,1,,True,True,No license
jlord,jlord/cs-proj-test,2020-03-25T17:27:53Z,0,0,HTML,True,True,No license
jlord,jlord/current-mongodb-downloads,2018-02-13T20:59:12Z,0,0,JavaScript,True,True,No license
jlord,jlord/dat-data.com,2014-04-08T04:05:09Z,1,1,JavaScript,True,True,other
jlord,jlord/docs-boilerplate,2015-06-27T16:57:32Z,1,1,JavaScript,True,True,bsd-2-clause
jlord,jlord/dotfiles,2014-02-21T06:41:32Z,15,15,JavaScript,True,True,bsd-2-clause
jlord,jlord/earlyalameda,2012-07-21T22:08:37Z,2,2,JavaScript,True,True,No license
jlord,jlord/ecab,2012-11-25T00:17:37Z,1,1,,True,True,No license
jlord,jlord/edu-on-github,2013-07-19T20:15:59Z,9,9,,True,True,No license
jlord,jlord/electron,2015-06-22T17:27:00Z,2,2,C++,True,False,mit
jlord,jlord/electron-log,2016-03-06T18:51:41Z,0,0,,True,True,mit
jlord,jlord/electron-packager,2015-09-03T02:09:07Z,1,1,JavaScript,True,True,bsd-2-clause
jlord,jlord/electron-workshopper-template,2015-09-06T03:19:53Z,9,9,,True,True,No license
Elfocrash,Elfocrash/.NET-Backend-Developer-Roadmap,2022-01-12T23:55:51Z,6624,6624,,False,False,No license
Elfocrash,Elfocrash/aspnetcore,2022-05-12T10:59:30Z,17,17,C#,True,True,mit
Elfocrash,Elfocrash/AspNetCore.Docs,2019-09-30T12:04:17Z,17,17,,True,True,cc-by-4.0
Elfocrash,Elfocrash/awesome-blazor,2019-11-18T10:47:53Z,39,39,,True,False,cc0-1.0
Elfocrash,Elfocrash/awesome-cosmosdb,2018-11-04T17:31:19Z,64,64,,True,True,cc0-1.0
Elfocrash,Elfocrash/awesome-rethinkdb,2018-11-04T18:41:41Z,3,3,,True,True,cc0-1.0
Elfocrash,Elfocrash/awesome-youtubers,2021-01-12T13:18:52Z,143,143,,True,False,cc0-1.0
Elfocrash,Elfocrash/aws-videos,2022-02-02T23:08:08Z,271,271,C#,True,True,mit
Elfocrash,Elfocrash/azure-cosmos-dotnet-v3,2019-08-18T07:36:05Z,5,5,C#,True,True,mit
Elfocrash,Elfocrash/azure-docs,2019-08-25T15:06:39Z,5,5,PowerShell,True,False,cc-by-4.0
Elfocrash,Elfocrash/blazor-fluxor,2019-11-17T18:14:04Z,6,6,,True,True,mit
Elfocrash,Elfocrash/BlazorUnitTestingPrototype,2019-11-17T16:15:06Z,6,6,,True,True,No license
Elfocrash,Elfocrash/clean-minimal-api,2022-04-24T10:22:40Z,611,611,C#,False,False,mit
Elfocrash,Elfocrash/Cosmonaut,2018-03-26T20:32:27Z,341,341,C#,True,False,mit
Elfocrash,Elfocrash/Cosmonaut-Java,2018-11-11T14:44:54Z,2,2,Java,True,True,mit
Elfocrash,Elfocrash/Cosmonaut-js,2018-11-24T18:25:59Z,1,1,,True,True,mit
Elfocrash,Elfocrash/Cosmonaut-RxJava,2018-09-12T08:26:41Z,3,3,,True,True,mit
Elfocrash,Elfocrash/Cosmonaut.Scaler,2019-02-27T21:09:37Z,12,12,CSS,True,True,mit
Elfocrash,Elfocrash/CosmosDBCRUDTutorial,2018-05-19T23:43:04Z,8,8,C#,True,True,No license
Elfocrash,Elfocrash/CosmosDBPaginationSample,2018-10-29T21:37:18Z,8,8,C#,True,True,mit
Elfocrash,Elfocrash/discoverdotnet,2021-01-14T10:14:53Z,24,24,,True,False,mit
Elfocrash,Elfocrash/dotnet-creator-cards,2023-03-12T01:06:36Z,3,3,PowerShell,True,True,mit
Elfocrash,Elfocrash/DotnetDocsShow.MinimalApis,2021-11-01T17:18:53Z,169,169,C#,True,True,No license
Elfocrash,Elfocrash/elfocrash,2020-08-22T11:01:04Z,44,44,,True,True,No license
Elfocrash,Elfocrash/Faraday,2020-08-21T18:35:27Z,10,10,C#,True,True,mit
Elfocrash,Elfocrash/L2ACP-api,2017-04-03T22:40:08Z,38,38,Java,True,True,gpl-2.0
Elfocrash,Elfocrash/L2ACP-Web,2017-02-11T17:41:39Z,45,45,CSS,True,True,gpl-2.0
Elfocrash,Elfocrash/L2Autobots,2020-09-15T16:01:03Z,54,54,Kotlin,True,True,gpl-3.0
Elfocrash,Elfocrash/L2dotNET,2016-04-19T13:40:23Z,147,147,C#,True,True,mpl-2.0
Elfocrash,Elfocrash/L2jBrasil,2017-11-06T13:05:08Z,2,2,Java,True,True,gpl-3.0
alyssaxuu,alyssaxuu/alyssaxuu,2022-07-03T10:56:06Z,29,29,,True,True,No license
alyssaxuu,alyssaxuu/animockup,2020-03-21T04:45:36Z,1650,1650,JavaScript,True,False,mit
alyssaxuu,alyssaxuu/carden,2021-06-13T16:08:06Z,439,439,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/ecosnap,2022-12-12T22:08:11Z,255,255,PureBasic,True,True,mit
alyssaxuu,alyssaxuu/figma-platformer-engine,2019-03-09T18:52:02Z,435,435,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/figma-to-google-slides,2019-01-20T21:35:15Z,552,552,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/flowy,2019-11-27T14:03:51Z,11413,11413,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/jumpskip,2021-08-19T19:53:05Z,212,212,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/later,2022-07-01T12:38:17Z,1532,1532,Swift,True,False,mit
alyssaxuu,alyssaxuu/mapus,2021-08-02T14:09:06Z,3371,3371,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/motionity,2022-08-29T21:03:50Z,3172,3172,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/omni,2022-01-10T22:25:55Z,7174,7174,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/producthunt-preview,2018-05-15T20:57:37Z,82,82,JavaScript,True,True,mit
alyssaxuu,alyssaxuu/screenity,2020-11-01T15:16:31Z,12035,12035,JavaScript,True,False,gpl-3.0
alyssaxuu,alyssaxuu/slashy,2022-05-28T20:13:13Z,570,570,JavaScript,True,True,mit
eddiejaoude,eddiejaoude/about-me,2016-02-13T12:31:02Z,16,16,JavaScript,True,True,mit
eddiejaoude,eddiejaoude/aevi-alexa,2017-09-22T12:33:38Z,1,1,JavaScript,True,True,No license
eddiejaoude,eddiejaoude/ANT-Project-Deployment-Tool,2011-04-12T17:58:58Z,2,2,,True,True,No license
eddiejaoude,eddiejaoude/BattleSnake,2021-08-02T12:38:31Z,1,1,Gherkin,True,True,No license
eddiejaoude,eddiejaoude/blog-api,2016-08-02T13:52:44Z,0,0,JavaScript,True,True,mit
eddiejaoude,eddiejaoude/blog-web,2016-08-07T03:45:46Z,0,0,JavaScript,True,True,mit
eddiejaoude,eddiejaoude/book-cv-tips,2016-11-13T08:58:51Z,4,4,HTML,True,True,mit
eddiejaoude,eddiejaoude/book-open-source-tips,2016-11-05T03:15:33Z,264,264,Makefile,True,True,mit
eddiejaoude,eddiejaoude/check-pr-filenames,2023-01-20T12:45:11Z,0,0,JavaScript,True,True,No license
eddiejaoude,eddiejaoude/codeception-zf2-codecoverage,2014-10-04T08:09:04Z,0,0,PHP,True,True,No license
eddiejaoude,eddiejaoude/computer-checklist,2017-06-29T07:24:21Z,3,3,,True,True,mit
eddiejaoude,eddiejaoude/db2es,2015-10-20T12:18:53Z,4,4,Java,True,True,No license
eddiejaoude,eddiejaoude/dev-default-config,2014-08-19T14:28:21Z,1,1,VimL,True,True,No license
eddiejaoude,eddiejaoude/dev-helper-cmds,2014-12-12T16:55:33Z,17,17,Makefile,True,True,mit
eddiejaoude,eddiejaoude/devops-helper-scripts,2014-11-12T06:52:22Z,0,0,,True,False,mit
eddiejaoude,eddiejaoude/DevRel,2020-03-12T12:06:26Z,2,2,,True,True,No license
eddiejaoude,eddiejaoude/dial-tone-frontend,2014-12-06T15:53:22Z,0,0,PHP,True,False,mit
eddiejaoude,eddiejaoude/doctrine2-logger,2014-03-18T05:25:53Z,0,0,PHP,True,True,mit
eddiejaoude,eddiejaoude/documentation-as-code-presentation,2018-09-15T06:55:36Z,0,0,JavaScript,True,True,mit
eddiejaoude,eddiejaoude/dotfiles,2020-10-09T13:08:01Z,26,26,Shell,True,True,mit
eddiejaoude,eddiejaoude/EddieCon-01-workshop,2021-08-15T14:09:57Z,6,6,JavaScript,True,True,mit
eddiejaoude,eddiejaoude/Eddiehub_share,2021-03-20T05:38:31Z,1,1,HTML,True,True,mit
eddiejaoude,eddiejaoude/eddiejaoude,2020-07-12T10:31:09Z,208,208,,True,False,No license
eddiejaoude,eddiejaoude/eddiejaoude.github.com,2012-06-16T06:50:41Z,18,18,HTML,True,False,mit
eddiejaoude,eddiejaoude/elasticsearch-example-docs,2014-08-15T16:20:50Z,0,0,,True,True,mit
eddiejaoude,eddiejaoude/flagsmith-nextjs-demo,2024-02-29T10:12:51Z,2,2,JavaScript,True,True,No license
eddiejaoude,eddiejaoude/fullstack-nuxtjs-nestjs-datastax-video,2021-07-27T14:31:57Z,11,11,Vue,True,True,mit
eddiejaoude,eddiejaoude/gender-pay-gap-gov-uk-importer,2018-06-22T05:59:35Z,6,6,JavaScript,True,True,mit
eddiejaoude,eddiejaoude/getting-into-tech-faqs,2018-10-01T07:49:21Z,4,4,,True,True,mit
eddiejaoude,eddiejaoude/github-adv-search,2011-04-02T18:43:01Z,5,5,PHP,True,True,No license
daneden,daneden/2017-music,2018-02-12T01:43:20Z,7,7,JavaScript,True,True,No license
daneden,daneden/2018-music,2018-11-12T01:13:28Z,4,4,JavaScript,True,True,No license
daneden,daneden/apca-w3,2022-01-04T19:07:39Z,0,0,,True,False,other
daneden,daneden/art.daneden.me,2017-02-17T03:33:42Z,15,15,JavaScript,True,True,No license
daneden,daneden/basehold.it,2012-04-12T12:19:36Z,537,537,TypeScript,True,True,No license
daneden,daneden/Baseline.js,2012-06-20T10:45:58Z,699,699,JavaScript,True,True,No license
daneden,daneden/Broadcast,2021-06-26T22:11:48Z,41,41,Swift,True,True,mit
daneden,daneden/Carousel-Prototype,2014-08-13T16:41:16Z,5,5,Swift,True,True,No license
daneden,daneden/contrast-swatch,2019-07-17T15:21:09Z,3,3,JavaScript,True,False,No license
daneden,daneden/Converge,2016-12-23T21:07:48Z,6,6,Swift,True,True,No license
daneden,daneden/cxs,2020-07-03T12:35:27Z,1,1,,True,True,mit
daneden,daneden/daneden-og-image-generator,2020-03-08T17:06:48Z,25,25,TypeScript,True,True,No license
daneden,daneden/daneden.github.io,2020-05-08T12:10:50Z,2,2,HTML,True,True,No license
daneden,daneden/daneden.me,2014-08-06T06:38:03Z,335,335,MDX,True,True,other
daneden,daneden/daneden.me.old,2020-07-08T14:55:27Z,1,1,TypeScript,True,True,No license
daneden,daneden/de-gifs-client,2019-12-07T21:01:54Z,3,3,TypeScript,True,True,No license
daneden,daneden/DefinitelyTyped,2020-07-03T16:20:13Z,0,0,TypeScript,True,True,other
daneden,daneden/design-systems-office-hours-playbook,2018-03-22T15:44:16Z,57,57,,True,True,No license
daneden,daneden/dotfiles,2013-10-29T02:35:47Z,81,81,Shell,True,True,No license
daneden,daneden/Dropbox-Prototype,2014-08-06T04:35:08Z,8,8,Swift,True,True,No license
daneden,daneden/dtebot,2016-04-06T18:20:00Z,3,3,Python,True,True,No license
daneden,daneden/eloquent-js,2016-06-05T18:38:58Z,10,10,JavaScript,True,True,No license
daneden,daneden/Emery,2021-03-06T22:33:27Z,3,3,Swift,True,True,No license
daneden,daneden/enable-automerge-action,2021-04-16T14:23:09Z,11,11,TypeScript,True,True,mit
